"Code","LastDate"
"9935.TW","2020-04-21"
"9937.TW","2020-04-21"
"9938.TW","2020-04-21"
"9939.TW","2020-04-21"
"9940.TW","2020-04-21"
"9941.TW","2020-04-21"
"9942.TW","2020-04-21"
"9943.TW","2020-04-21"
"9944.TW","2020-04-21"
"9945.TW","2020-04-21"
"9946.TW","2020-04-21"
"9955.TW","2020-04-21"
"9958.TW","2020-04-21"
"0050.TW","2020-04-21"
"0051.TW","2020-04-21"
"0052.TW","2020-04-21"
"0053.TW","2020-04-21"
"0054.TW","2020-04-21"
"0055.TW","2020-04-21"
"0056.TW","2020-04-21"
"0057.TW","2020-04-21"
"0061.TW","2020-04-21"
"006203.TW","2020-04-21"
"006204.TW","2020-04-21"
"006205.TW","2020-04-21"
"006206.TW","2020-04-21"
"006207.TW","2020-04-21"
"006208.TW","2020-04-21"
"00625K.TW","2020-04-21"
"00631L.TW","2020-04-21"
"00632R.TW","2020-04-21"
"00633L.TW","2020-04-21"
"00634R.TW","2020-04-21"
"00635U.TW","2020-04-21"
"00636.TW","2020-04-21"
"00636K.TW","2020-04-21"
"00637L.TW","2020-04-21"
"00638R.TW","2020-04-21"
"00639.TW","2020-04-21"
"00640L.TW","2020-04-21"
"00641R.TW","2020-04-21"
"00642U.TW","2020-04-21"
"00643.TW","2020-04-21"
"00643K.TW","2020-04-21"
"00645.TW","2020-04-21"
"00646.TW","2020-04-21"
"00647L.TW","2020-04-21"
"00648R.TW","2020-04-21"
"00650L.TW","2020-04-21"
"00651R.TW","2020-04-21"
"00652.TW","2020-04-21"
"00653L.TW","2020-04-21"
"00654R.TW","2020-04-21"
"00655L.TW","2020-04-21"
"00656R.TW","2020-04-21"
"00657.TW","2020-04-21"
"00657K.TW","2020-04-21"
"00660.TW","2020-04-21"
"00661.TW","2020-04-21"
"00662.TW","2020-04-21"
"00663L.TW","2020-04-21"
"00664R.TW","2020-04-21"
"00665L.TW","2020-04-21"
"00666R.TW","2020-04-21"
"00668.TW","2020-04-21"
"00668K.TW","2020-04-21"
"00669R.TW","2020-04-21"
"00670L.TW","2020-04-21"
"00671R.TW","2020-04-21"
"00672L.TW","2020-04-21"
"00673R.TW","2020-04-21"
"00674R.TW","2020-04-21"
"00675L.TW","2020-04-21"
"00676R.TW","2020-04-21"
"00677U.TW","2020-04-21"
"00678.TW","2020-04-21"
"00680L.TW","2020-04-21"
"00681R.TW","2020-04-21"
"00682U.TW","2020-04-21"
"00683L.TW","2020-04-21"
"00684R.TW","2020-04-21"
"00685L.TW","2020-04-21"
"00686R.TW","2020-04-21"
"00688L.TW","2020-04-21"
"00689R.TW","2020-04-21"
"00690.TW","2020-04-21"
"00691R.TW","2020-04-21"
"00692.TW","2020-04-21"
"00693U.TW","2020-04-21"
"00700.TW","2020-04-21"
"00701.TW","2020-04-21"
"00702.TW","2020-04-21"
"00703.TW","2020-04-21"
"00706L.TW","2020-04-21"
"00707R.TW","2020-04-21"
"00708L.TW","2020-04-21"
"00709.TW","2020-04-21"
"00710B.TW","2020-04-21"
"00711B.TW","2020-04-21"
"00712.TW","2020-04-21"
"00713.TW","2020-04-21"
"00714.TW","2020-04-21"
"00715L.TW","2020-04-21"
"00717.TW","2020-04-21"
"00728.TW","2020-04-21"
"00730.TW","2020-04-21"
"00731.TW","2020-04-21"
"00732.TW","2020-04-21"
"00733.TW","2020-04-21"
"00735.TW","2020-04-21"
"00736.TW","2020-04-21"
"00737.TW","2020-04-21"
"00738U.TW","2020-04-21"
"00739.TW","2020-04-21"
"00742.TW","2020-04-21"
"00743.TW","2020-04-21"
"00752.TW","2020-04-21"
"00753L.TW","2020-04-21"
"00757.TW","2020-04-21"
"00762.TW","2020-04-21"
"00763U.TW","2020-04-21"
"00766L.TW",NA
"00767.TW","2020-04-21"
"00770.TW","2020-04-21"
"00771.TW","2020-04-21"
"00774B.TW","2020-04-21"
"00774C.TW","2020-04-21"
"00775B.TW","2020-04-21"
"00776.TW","2020-04-21"
"00783.TW","2020-04-21"
"008201.TW","2020-04-21"
"00830.TW","2020-04-21"
"00850.TW","2020-04-21"
"00851.TW","2020-04-21"
"00852L.TW","2020-04-21"
"00861.TW","2020-04-21"
"00865B.TW","2020-04-21"
"00866.TW","2020-04-21"
"006201.TWO","2020-04-21"
"00679B.TWO","2020-04-21"
"00687B.TWO","2020-04-21"
"00694B.TWO","2020-04-21"
"00695B.TWO","2020-04-21"
"00696B.TWO","2020-04-21"
"00697B.TWO","2020-04-21"
"00718B.TWO","2020-04-21"
"00719B.TWO","2020-04-21"
"00720B.TWO","2020-04-21"
"00721B.TWO","2020-04-21"
"00722B.TWO","2020-04-21"
"00723B.TWO","2020-04-21"
"00724B.TWO","2020-04-21"
"00725B.TWO","2020-04-21"
"00726B.TWO","2020-04-21"
"00727B.TWO","2020-04-21"
"00734B.TWO","2020-04-21"
"00740B.TWO","2020-04-21"
"00741B.TWO","2020-04-21"
"00744B.TWO","2020-04-21"
"00745B.TWO","2020-04-21"
"00746B.TWO","2020-04-21"
"00747B.TWO","2020-04-21"
"00748B.TWO","2020-04-21"
"00749B.TWO","2020-04-21"
"00750B.TWO","2020-04-21"
"00751B.TWO","2020-04-21"
"00754B.TWO","2020-04-21"
"00755B.TWO","2020-04-21"
"00756B.TWO","2020-04-21"
"00758B.TWO","2020-04-21"
"00759B.TWO","2020-04-21"
"00760B.TWO","2020-04-21"
"00761B.TWO","2020-04-21"
"00764B.TWO","2020-04-21"
"00765B.TWO","2020-04-21"
"00768B.TWO","2020-04-21"
"00769B.TWO","2020-04-21"
"00772B.TWO","2020-04-21"
"00773B.TWO","2020-04-21"
"00777B.TWO","2020-04-21"
"00778B.TWO","2020-04-21"
"00779B.TWO","2020-04-21"
"00780B.TWO","2020-04-21"
"00781B.TWO","2020-04-21"
"00782B.TWO","2020-04-21"
"00784B.TWO","2020-04-21"
"00785B.TWO","2020-04-21"
"00786B.TWO","2020-04-21"
"00787B.TWO","2020-04-21"
"00788B.TWO","2020-04-21"
"00789B.TWO","2020-04-21"
"00790B.TWO","2020-04-21"
"00791B.TWO","2020-04-21"
"00792B.TWO","2020-04-21"
"00793B.TWO","2020-04-21"
"00794B.TWO","2020-04-21"
"00795B.TWO","2020-04-21"
"00796B.TWO","2020-04-21"
"00797B.TWO","2020-04-21"
"00798B.TWO","2020-04-21"
"00799B.TWO","2020-04-21"
"00831B.TWO","2020-04-21"
"00832B.TWO","2020-04-21"
"00833B.TWO","2020-04-21"
"00834B.TWO","2020-04-21"
"00835B.TWO","2020-04-21"
"00836B.TWO","2020-04-21"
"00837B.TWO","2020-04-21"
"00838B.TWO","2020-04-21"
"00839B.TWO","2020-04-21"
"00840B.TWO","2020-04-21"
"00841B.TWO","2020-04-21"
"00842B.TWO","2020-04-21"
"00843B.TWO","2020-04-21"
"00844B.TWO","2020-04-21"
"00845B.TWO","2020-04-21"
"00846B.TWO","2020-04-21"
"00847B.TWO","2020-04-21"
"00848B.TWO","2020-04-21"
"00849B.TWO","2020-04-21"
"00853B.TWO","2020-04-21"
"00854B.TWO","2020-04-21"
"00855B.TWO","2020-04-21"
"00856B.TWO","2020-04-21"
"00857B.TWO","2020-04-21"
"00858.TWO","2020-04-21"
"00859B.TWO","2020-04-21"
"00860B.TWO","2020-04-21"
"00862B.TWO","2020-04-21"
"00863B.TWO","2020-04-21"
"00864B.TWO","2020-04-21"
"00867B.TWO","2020-04-21"
"00868B.TWO","2020-04-21"
"00869B.TWO","2020-04-21"
"00870B.TWO","2020-04-21"
"00871B.TWO","2020-04-21"
"00872B.TWO","2020-04-21"
"00873B.TWO","2020-04-21"
"00874B.TWO","2020-04-21"
"1240.TWO","2020-04-21"
"1258.TWO","2020-04-21"
"1259.TWO","2020-04-21"
"1264.TWO","2020-04-21"
"1268.TWO","2020-04-21"
"1333.TWO","2020-04-21"
"1336.TWO","2020-04-21"
"1565.TWO","2020-04-21"
"1569.TWO","2020-04-21"
"1570.TWO","2020-04-21"
"1580.TWO","2020-04-21"
"1584.TWO","2020-04-21"
"1586.TWO","2020-04-21"
"1591.TWO","2020-04-21"
"1593.TWO","2020-04-21"
"1595.TWO","2020-04-21"
"1597.TWO","2020-04-21"
"1599.TWO","2020-04-21"
"1742.TWO","2020-04-21"
"1752.TWO","2020-04-21"
"1777.TWO","2020-04-21"
"1781.TWO","2020-04-21"
"1784.TWO","2020-04-21"
"1785.TWO","2020-04-21"
"1788.TWO","2020-04-21"
"1796.TWO","2020-04-21"
"1799.TWO","2020-04-21"
"1813.TWO","2020-04-21"
"1815.TWO","2020-04-21"
"2035.TWO","2020-04-21"
"2061.TWO","2020-04-21"
"2063.TWO","2020-04-21"
"2064.TWO","2020-04-21"
"2065.TWO","2020-04-21"
"2066.TWO","2020-04-21"
"2067.TWO","2020-04-21"
"2070.TWO","2020-04-21"
"2221.TWO","2020-04-21"
"2230.TWO","2020-04-21"
"2235.TWO","2020-04-21"
"2596.TWO","2020-04-21"
"2640.TWO","2020-04-21"
"2641.TWO","2020-04-21"
"2643.TWO","2020-04-21"
"2718.TWO","2020-04-21"
"2719.TWO","2020-04-21"
"2724.TWO","2020-04-21"
"2726.TWO","2020-04-21"
"2729.TWO","2020-04-21"
"2732.TWO","2020-04-21"
"2734.TWO","2020-04-21"
"2736.TWO","2020-04-21"
"2740.TWO","2020-04-21"
"2743.TWO","2020-04-21"
"2745.TWO","2020-04-21"
"2752.TWO","2020-04-21"
"2916.TWO","2020-04-21"
"2924.TWO","2020-04-21"
"2926.TWO","2020-04-21"
"2928.TWO","2020-04-21"
"2937.TWO","2020-04-21"
"3064.TWO","2020-04-21"
"3066.TWO","2020-04-21"
"3067.TWO","2020-04-21"
"3071.TWO","2020-04-21"
"3073.TWO","2020-04-21"
"3078.TWO","2020-04-21"
"3081.TWO","2020-04-21"
"3083.TWO","2020-04-21"
"3085.TWO","2020-04-21"
"3086.TWO","2020-04-21"
"3088.TWO","2020-04-21"
"3089.TWO","2020-04-21"
"3092.TWO","2020-04-21"
"3093.TWO","2020-04-21"
"3095.TWO","2020-04-21"
"3105.TWO","2020-04-21"
"3114.TWO","2020-04-21"
"3115.TWO","2020-04-21"
"3118.TWO","2020-04-21"
"3122.TWO","2020-04-21"
"3128.TWO","2020-04-21"
"3131.TWO","2020-04-21"
"3141.TWO","2020-04-21"
"3144.TWO","2020-04-21"
"3147.TWO","2020-04-21"
"3152.TWO","2020-04-21"
"3162.TWO","2020-04-21"
"3163.TWO","2020-04-21"
"3169.TWO","2020-04-21"
"3171.TWO","2020-04-21"
"3176.TWO","2020-04-21"
"3178.TWO","2020-04-21"
"3188.TWO","2020-04-21"
"3191.TWO","2020-04-21"
"3202.TWO","2020-04-21"
"3205.TWO","2020-04-21"
"3206.TWO","2020-04-21"
"3207.TWO","2020-04-21"
"3211.TWO","2020-04-21"
"3213.TWO","2020-04-21"
"3217.TWO","2020-04-21"
"3218.TWO","2020-04-21"
"3219.TWO","2020-04-21"
"3221.TWO","2020-04-21"
"3224.TWO","2020-04-21"
"3226.TWO","2020-04-21"
"3227.TWO","2020-04-21"
"3228.TWO","2020-04-21"
"3230.TWO","2020-04-21"
"3232.TWO","2020-04-21"
"3234.TWO","2020-04-21"
"3236.TWO","2020-04-21"
"3252.TWO","2020-04-21"
"3259.TWO","2020-04-21"
"3260.TWO","2020-04-21"
"3264.TWO","2020-04-21"
"3265.TWO","2020-04-21"
"3268.TWO","2020-04-21"
"3272.TWO","2020-04-21"
"3276.TWO","2020-04-21"
"3284.TWO","2020-04-21"
"3285.TWO","2020-04-21"
"3287.TWO","2020-04-21"
"3288.TWO","2020-04-21"
"3289.TWO","2020-04-21"
"3290.TWO","2020-04-21"
"3293.TWO","2020-04-21"
"3294.TWO","2020-04-21"
"3297.TWO","2020-04-21"
"3303.TWO","2020-04-21"
"3306.TWO","2020-04-21"
"3310.TWO","2020-04-21"
"3313.TWO","2020-04-21"
"3317.TWO","2020-04-21"
"3322.TWO","2020-04-21"
"3323.TWO","2020-04-21"
"3324.TWO","2020-04-21"
"3325.TWO","2020-04-21"
"3332.TWO","2020-04-21"
"3339.TWO","2020-04-21"
"3354.TWO","2020-04-21"
"3360.TWO","2020-04-21"
"3362.TWO","2020-04-21"
"3363.TWO","2020-04-21"
"3372.TWO","2020-04-21"
"3373.TWO","2020-04-21"
"3374.TWO","2020-04-21"
"3379.TWO","2020-04-21"
"3388.TWO","2020-04-21"
"3390.TWO","2020-04-21"
"3402.TWO","2020-04-21"
"3426.TWO","2020-04-21"
"3434.TWO","2020-04-21"
"3438.TWO","2020-04-21"
"3441.TWO","2020-04-21"
"3444.TWO","2020-04-21"
"3455.TWO","2020-04-21"
"3465.TWO","2020-04-21"
"3466.TWO","2020-04-21"
"3479.TWO","2020-04-21"
"3483.TWO","2020-04-21"
"3484.TWO","2020-04-21"
"3489.TWO","2020-04-21"
"3490.TWO","2020-04-21"
"3491.TWO","2020-04-21"
"3492.TWO","2020-04-21"
"3498.TWO","2020-04-21"
"3499.TWO","2020-04-21"
"3508.TWO","2020-04-21"
"3511.TWO","2020-04-21"
"3512.TWO","2020-04-21"
"3516.TWO","2020-04-21"
"3520.TWO","2020-04-21"
"3521.TWO","2020-04-21"
"3522.TWO","2020-04-21"
"3523.TWO","2020-04-21"
"3526.TWO","2020-04-21"
"3527.TWO","2020-04-21"
"3529.TWO","2020-04-21"
"3531.TWO","2020-04-21"
"3537.TWO","2020-04-21"
"3540.TWO","2020-04-21"
"3541.TWO","2020-04-21"
"3546.TWO","2020-04-21"
"3548.TWO","2020-04-21"
"3551.TWO","2020-04-21"
"3552.TWO","2020-04-21"
"3555.TWO","2020-04-21"
"3556.TWO","2020-04-21"
"3558.TWO","2020-04-21"
"3564.TWO","2020-04-21"
"3567.TWO","2020-04-21"
"3570.TWO","2020-04-21"
"3577.TWO","2020-04-21"
"3580.TWO","2020-04-21"
"3581.TWO","2020-04-21"
"3587.TWO","2020-04-21"
"3594.TWO","2020-04-21"
"3597.TWO","2020-04-21"
"3609.TWO","2020-04-21"
"3611.TWO","2020-04-21"
"3615.TWO","2020-04-21"
"3623.TWO","2020-04-21"
"3624.TWO","2020-04-21"
"3625.TWO","2020-04-21"
"3628.TWO","2020-04-21"
"3629.TWO","2020-04-21"
"3630.TWO","2020-04-21"
"3631.TWO","2020-04-21"
"3632.TWO","2020-04-21"
"3642.TWO","2020-04-21"
"3646.TWO","2020-04-21"
"3652.TWO","2020-04-21"
"3663.TWO","2020-04-21"
"3664.TWO","2020-04-21"
"3666.TWO","2020-04-21"
"3672.TWO","2020-04-21"
"3675.TWO","2020-04-21"
"3680.TWO","2020-04-21"
"3684.TWO","2020-04-21"
"3685.TWO","2020-04-21"
"3687.TWO","2020-04-21"
"3689.TWO","2020-04-21"
"3691.TWO","2020-04-21"
"3693.TWO","2020-04-21"
"3707.TWO","2020-04-21"
"3709.TWO","2020-04-21"
"3710.TWO","2020-04-21"
"3713.TWO","2020-04-21"
"4102.TWO","2020-04-21"
"4105.TWO","2020-04-21"
"4107.TWO","2020-04-21"
"4109.TWO","2020-04-21"
"4111.TWO","2020-04-21"
"4113.TWO","2020-04-21"
"4114.TWO","2020-04-21"
"4116.TWO","2020-04-21"
"4120.TWO","2020-04-21"
"4121.TWO","2020-04-21"
"4123.TWO","2020-04-21"
"4126.TWO","2020-04-21"
"4127.TWO","2020-04-21"
"4128.TWO","2020-04-21"
"4129.TWO","2020-04-21"
"4130.TWO","2020-04-21"
"4131.TWO","2020-04-21"
"4138.TWO","2020-04-21"
"4139.TWO","2020-04-21"
"4147.TWO","2020-04-21"
"4152.TWO","2020-04-21"
"4153.TWO","2020-04-21"
"4154.TWO","2020-04-21"
"4157.TWO","2020-04-21"
"4160.TWO","2020-04-21"
"4161.TWO","2020-04-21"
"4162.TWO","2020-04-21"
"4163.TWO","2020-04-21"
"4167.TWO","2020-04-21"
"4168.TWO","2020-04-21"
"4171.TWO","2020-04-21"
"4173.TWO","2020-04-21"
"4174.TWO","2020-04-21"
"4175.TWO","2020-04-21"
"4183.TWO","2020-04-21"
"4188.TWO","2020-04-21"
"4192.TWO","2020-04-21"
"4198.TWO","2020-04-21"
"4205.TWO","2020-04-21"
"4207.TWO","2020-04-21"
"4303.TWO","2020-04-21"
"4304.TWO","2020-04-21"
"4305.TWO","2020-04-21"
"4401.TWO","2020-04-21"
"4402.TWO","2020-04-21"
"4406.TWO","2020-04-21"
"4413.TWO","2020-04-21"
"4416.TWO","2020-04-21"
"4417.TWO","2020-04-21"
"4419.TWO","2020-04-21"
"4420.TWO","2020-04-21"
"4429.TWO","2020-04-21"
"4430.TWO","2020-04-21"
"4432.TWO","2020-04-21"
"4433.TWO","2020-04-21"
"4502.TWO","2020-04-21"
"4503.TWO","2020-04-21"
"4506.TWO","2020-04-21"
"4510.TWO","2020-04-21"
"4513.TWO","2020-04-21"
"4523.TWO","2020-04-21"
"4527.TWO","2020-04-21"
"4528.TWO","2020-04-21"
"4529.TWO","2020-04-21"
"4530.TWO","2020-04-21"
"4533.TWO","2020-04-21"
"4534.TWO","2020-04-21"
"4535.TWO","2020-04-21"
"4538.TWO","2020-04-21"
"4541.TWO","2020-04-21"
"4542.TWO","2020-04-21"
"4543.TWO","2020-04-21"
"4549.TWO","2020-04-21"
"4550.TWO","2020-04-21"
"4554.TWO","2020-04-21"
"4556.TWO","2020-04-21"
"4561.TWO","2020-04-21"
"4563.TWO","2020-04-21"
"4568.TWO","2020-04-21"
"4580.TWO","2020-04-21"
"4609.TWO","2020-04-21"
"4702.TWO","2020-04-21"
"4706.TWO","2020-04-21"
"4707.TWO","2020-04-21"
"4711.TWO","2020-04-21"
"4712.TWO","2020-04-21"
"4714.TWO","2020-04-21"
"4716.TWO","2020-04-21"
"4721.TWO","2020-04-21"
"4726.TWO","2020-04-21"
"4728.TWO","2020-04-21"
"4729.TWO","2020-04-21"
"4735.TWO","2020-04-21"
"4736.TWO","2020-04-21"
"4741.TWO","2020-04-21"
"4743.TWO","2020-04-21"
"4744.TWO","2020-04-21"
"4745.TWO","2020-04-21"
"4747.TWO","2020-04-21"
"4754.TWO","2020-04-21"
"4760.TWO","2020-04-21"
"4767.TWO","2020-04-21"
"4803.TWO","2020-04-21"
"4804.TWO","2020-04-21"
"4806.TWO","2020-04-21"
"4903.TWO","2020-04-21"
"4905.TWO","2020-04-21"
"4907.TWO","2020-04-21"
"4908.TWO","2020-04-21"
"4909.TWO","2020-04-21"
"4911.TWO","2020-04-21"
"4924.TWO","2020-04-21"
"4931.TWO","2020-04-21"
"4933.TWO","2020-04-21"
"4939.TWO","2020-04-21"
"4944.TWO","2020-04-21"
"4946.TWO","2020-04-21"
"4947.TWO","2020-04-21"
"4950.TWO","2020-04-21"
"4953.TWO","2020-04-21"
"4966.TWO","2020-04-21"
"4971.TWO","2020-04-21"
"4972.TWO","2020-04-21"
"4973.TWO","2020-04-21"
"4974.TWO","2020-04-21"
"4979.TWO","2020-04-21"
"4987.TWO","2020-04-21"
"4991.TWO","2020-04-21"
"4995.TWO","2020-04-21"
"5009.TWO","2020-04-21"
"5011.TWO","2020-04-21"
"5013.TWO","2020-04-21"
"5014.TWO","2020-04-21"
"5015.TWO","2020-04-21"
"5016.TWO","2020-04-21"
"5102.TWO","2020-04-21"
"5201.TWO","2020-04-21"
"5202.TWO","2020-04-21"
"5205.TWO","2020-04-21"
"5206.TWO","2020-04-21"
"5209.TWO","2020-04-21"
"5210.TWO","2020-04-21"
"5211.TWO","2020-04-21"
"5212.TWO","2020-04-21"
"5213.TWO","2020-04-21"
"5220.TWO","2020-04-21"
"5223.TWO","2020-04-21"
"5227.TWO","2020-04-21"
"5230.TWO","2020-04-21"
"5245.TWO","2020-04-21"
"5251.TWO","2020-04-21"
"5263.TWO","2020-04-21"
"5272.TWO","2020-04-21"
"5274.TWO","2020-04-21"
"5276.TWO","2020-04-21"
"5278.TWO","2020-04-21"
"5281.TWO","2020-04-21"
"5287.TWO","2020-04-21"
"5289.TWO","2020-04-21"
"5291.TWO","2020-04-21"
"5299.TWO","2020-04-21"
"5301.TWO","2020-04-21"
"5302.TWO","2020-04-21"
"5304.TWO","2020-04-21"
"5306.TWO","2020-04-21"
"5309.TWO","2020-04-21"
"5310.TWO","2020-04-21"
"5312.TWO","2020-04-21"
"5314.TWO","2020-04-21"
"5315.TWO","2020-04-21"
"5321.TWO","2020-04-21"
"5324.TWO","2020-04-21"
"5328.TWO","2020-04-21"
"5340.TWO","2020-04-21"
"5344.TWO","2020-04-21"
"5345.TWO","2020-04-21"
"5347.TWO","2020-04-21"
"5348.TWO","2020-04-21"
"5349.TWO","2020-04-21"
"5351.TWO","2020-04-21"
"5353.TWO","2020-04-21"
"5355.TWO","2020-04-21"
"5356.TWO","2020-04-21"
"5364.TWO","2020-04-21"
"5371.TWO","2020-04-21"
"5381.TWO","2020-04-21"
"5383.TWO","2020-04-21"
"5386.TWO","2020-04-21"
"5392.TWO","2020-04-21"
"5398.TWO","2020-04-21"
"5403.TWO","2020-04-21"
"5410.TWO","2020-04-21"
"5425.TWO","2020-04-21"
"5426.TWO","2020-04-21"
"5432.TWO","2020-04-21"
"5438.TWO","2020-04-21"
"5439.TWO","2020-04-21"
"5443.TWO","2020-04-21"
"5450.TWO","2020-04-21"
"5452.TWO","2020-04-21"
"5455.TWO","2020-04-21"
"5457.TWO","2020-04-21"
"5460.TWO","2020-04-21"
"5464.TWO","2020-04-21"
"5465.TWO","2020-04-21"
"5468.TWO","2020-04-21"
"5474.TWO","2020-04-21"
"5475.TWO","2020-04-21"
"5478.TWO","2020-04-21"
"5481.TWO","2020-04-21"
"5483.TWO","2020-04-21"
"5487.TWO","2020-04-21"
"5488.TWO","2020-04-21"
"5489.TWO","2020-04-21"
"5490.TWO","2020-04-21"
"5493.TWO","2020-04-21"
"5498.TWO","2020-04-21"
"5508.TWO","2020-04-21"
"5511.TWO","2020-04-21"
"5512.TWO","2020-04-21"
"5514.TWO","2020-04-21"
"5516.TWO","2020-04-21"
"5520.TWO","2020-04-21"
"5523.TWO","2020-04-21"
"5529.TWO","2020-04-21"
"5530.TWO","2020-04-21"
"5536.TWO","2020-04-21"
"5543.TWO","2020-04-21"
"5601.TWO","2020-04-21"
"5603.TWO","2020-04-21"
"5604.TWO","2020-04-21"
"5609.TWO","2020-04-21"
"5701.TWO","2020-04-21"
"5703.TWO","2020-04-21"
"5704.TWO","2020-04-21"
"5820.TWO","2020-04-21"
"5864.TWO","2020-04-21"
"5878.TWO","2020-04-21"
"5902.TWO","2020-04-21"
"5903.TWO","2020-04-21"
"5904.TWO","2020-04-21"
"5905.TWO","2020-04-21"
"6015.TWO","2020-04-21"
"6016.TWO","2020-04-21"
"6020.TWO","2020-04-21"
"6021.TWO","2020-04-21"
"6023.TWO","2020-04-21"
"6026.TWO","2020-04-21"
"6101.TWO","2020-04-21"
"6103.TWO","2020-04-21"
"6104.TWO","2020-04-21"
"6109.TWO","2020-04-21"
"6111.TWO","2020-04-21"
"6113.TWO","2020-04-21"
"6114.TWO","2020-04-21"
"6118.TWO","2020-04-21"
"6121.TWO","2020-04-21"
"6122.TWO","2020-04-21"
"6123.TWO","2020-04-21"
"6124.TWO","2020-04-21"
"6125.TWO","2020-04-21"
"6126.TWO","2020-04-21"
"6127.TWO","2020-04-21"
"6129.TWO","2020-04-21"
"6130.TWO","2020-04-21"
"6134.TWO","2020-04-21"
"6138.TWO","2020-04-21"
"6140.TWO","2020-04-21"
"6143.TWO","2020-04-21"
"6144.TWO","2020-04-21"
"6146.TWO","2020-04-21"
"6147.TWO","2020-04-21"
"6148.TWO","2020-04-21"
"6150.TWO","2020-04-21"
"6151.TWO","2020-04-21"
"6154.TWO","2020-04-21"
"6156.TWO","2020-04-21"
"6158.TWO","2020-04-21"
"6160.TWO","2020-04-21"
"6161.TWO","2020-04-21"
"6163.TWO","2020-04-21"
"6167.TWO","2020-04-21"
"6169.TWO","2020-04-21"
"6170.TWO","2020-04-21"
"6171.TWO","2020-04-21"
"6173.TWO","2020-04-21"
"6174.TWO","2020-04-21"
"6175.TWO","2020-04-21"
"6179.TWO","2020-04-21"
"6180.TWO","2020-04-21"
"6182.TWO","2020-04-21"
"6185.TWO","2020-04-21"
"6186.TWO","2020-04-21"
"6187.TWO","2020-04-21"
"6188.TWO","2020-04-21"
"6190.TWO","2020-04-21"
"6194.TWO","2020-04-21"
"6195.TWO","2020-04-21"
"6198.TWO","2020-04-21"
"6199.TWO","2020-04-21"
"6203.TWO","2020-04-21"
"6204.TWO","2020-04-21"
"6207.TWO","2020-04-21"
"6208.TWO","2020-04-21"
"6210.TWO","2020-04-21"
"6212.TWO","2020-04-21"
"6217.TWO","2020-04-21"
"6218.TWO","2020-04-21"
"6219.TWO","2020-04-21"
"6220.TWO","2020-04-21"
"6221.TWO","2020-04-21"
"6222.TWO","2020-04-21"
"6223.TWO","2020-04-21"
"6227.TWO","2020-04-21"
"6228.TWO","2020-04-21"
"6229.TWO","2020-04-21"
"6231.TWO","2020-04-21"
"6233.TWO","2020-04-21"
"6234.TWO","2020-04-21"
"6236.TWO","2020-04-21"
"6237.TWO","2020-04-21"
"6238.TWO","2020-04-21"
"6240.TWO","2020-04-21"
"6241.TWO","2020-04-21"
"6242.TWO","2020-04-21"
"6244.TWO","2020-04-21"
"6245.TWO","2020-04-21"
"6246.TWO","2020-04-21"
"6247.TWO","2020-04-21"
"6248.TWO","2020-04-21"
"6259.TWO","2020-04-21"
"6261.TWO","2020-04-21"
"6263.TWO","2020-04-21"
"6264.TWO","2020-04-21"
"6265.TWO","2020-04-21"
"6266.TWO","2020-04-21"
"6270.TWO","2020-04-21"
"6274.TWO","2020-04-21"
"6275.TWO","2020-04-21"
"6276.TWO","2020-04-21"
"6279.TWO","2020-04-21"
"6284.TWO","2020-04-21"
"6287.TWO","2020-04-21"
"6290.TWO","2020-04-21"
"6291.TWO","2020-04-21"
"6292.TWO","2020-04-21"
"6294.TWO","2020-04-21"
"6404.TWO","2020-04-21"
"6411.TWO","2020-04-21"
"6417.TWO","2020-04-21"
"6418.TWO","2020-04-21"
"6419.TWO","2020-04-21"
"6425.TWO","2020-04-21"
"6426.TWO","2020-04-21"
"6432.TWO","2020-04-21"
"6435.TWO","2020-04-21"
"6438.TWO","2020-04-21"
"6441.TWO","2020-04-21"
"6446.TWO","2020-04-21"
"6457.TWO","2020-04-21"
"6461.TWO","2020-04-21"
"6462.TWO","2020-04-21"
"6465.TWO","2020-04-21"
"6469.TWO","2020-04-21"
"6470.TWO","2020-04-21"
"6472.TWO","2020-04-21"
"6482.TWO","2020-04-21"
"6485.TWO","2020-04-21"
"6486.TWO","2020-04-21"
"6488.TWO","2020-04-21"
"6492.TWO","2020-04-21"
"6494.TWO","2020-04-21"
"6496.TWO","2020-04-21"
"6497.TWO","2020-04-21"
"6499.TWO","2020-04-21"
"6506.TWO","2020-04-21"
"6508.TWO","2020-04-21"
"6509.TWO","2020-04-21"
"6510.TWO","2020-04-21"
"6512.TWO","2020-04-21"
"6514.TWO","2020-04-21"
"6516.TWO","2020-04-21"
"6523.TWO","2020-04-21"
"6527.TWO","2020-04-21"
"6530.TWO","2020-04-21"
"6532.TWO","2020-04-21"
"6535.TWO","2020-04-21"
"6538.TWO","2020-04-21"
"6542.TWO","2020-04-21"
"6547.TWO","2020-04-21"
"6548.TWO","2020-04-21"
"6556.TWO","2020-04-21"
"6560.TWO","2020-04-21"
"6561.TWO","2020-04-21"
"6568.TWO","2020-04-21"
"6569.TWO","2020-04-21"
"6570.TWO","2020-04-21"
"6574.TWO","2020-04-21"
"6576.TWO","2020-04-21"
"6577.TWO","2020-04-21"
"6578.TWO","2020-04-21"
"6589.TWO","2020-04-21"
"6590.TWO","2020-04-21"
"6593.TWO","2020-04-21"
